,Steam_Id,Name,Description,Copies_Sold
56,1988850,Farming Simulator 22 - Kubota Pack,"Enter your wheeled new office in Farming Simulator! With the Kubota Pack for Farming Simulator 22, you extend the agricultural fleet of your farm with eleven new vehicles and tools by the multinational corporation that originated from Osaka in Japan, over 130 years ago. Including the Kubota M8, the largest tractor of the brand to date, with its spacious cab interior and an all-round view to oversee your fields, from the best seat in your farming office. 

Also included are the M5, M6, and M7 series as well as a wheel loader, a skid steer loader and other heavy machinery by Kubota to handle your day-to-day farming tasks with modern, versatile and powerful tools. With two capable UTVs to roam and discover your lands or quickly deliver produced goods, you expand your garage with even more enjoyable vessels painted in the colors of the industry-leading company. If that isn’t enough, check the wardrobe to find some new Kubota-branded clothes for your character!",
57,1988880,BOX RUSH 2: Ice worlds,"BOX RUSH 2: Ice worlds is a 2D puzzle game with many different levels in ice lands, the goal of the game is simple: in front of you is a location where buildings are located and your goal is to destroy the building without letting the flag fall.

An icy winter has come to the magical kingdom and ice monsters have invaded your kingdom. The little prince must once again take up arms and repulse the enemies. Take advantage of all the bonuses that were before and those that have appeared again! Don't let your kingdom be destroyed!

Take control of the little prince and do everything in your power. Monsters do not sleep, their arsenal is not just wooden boxes and sticks, which means that a difficult battle awaits you!",594
58,1988890,Little Rhapsody of Game,"Several players fight each other in a small map, and there is only one winner. The basic combat system is block can block common attack, heavy attack can break block, roll can avoid heavy attack. There are many beads that can be picked up. The bead of life can increase maximum life, the bead of strength can increase strength, the bead of speed can increase speed, the bead of blood can fill up blood，the bead of flash can flash once. 

I don't have a server. You create rooms with your own computers. Homeowners can set attack speed, number of beads, time per game and other coefficients to adapt to the player level of each game. If you think the attack speed is fast, change it slower, otherwise change it faster.

No one helped me to test, so I demonstrated and played with AI, so I don't know what BUGs there are when it's online, how many players it can accommodate and isn't lag, whether the balance of the game is , whether it can find a room, whether it can join and invite friends, etc.",486
59,1988920,Project Crypt - Performance Version,"Project Crypt is an action-adventure horror game inspired by critically-acclaimed horror titles such as Cry of Fear. You play as a disturbed young individual trying to find a way out of a city filled with horrific enemies. Find out the truth of your past and make it out to safety alive!

Project Crypt Performance version is a downloadable version of the main game, running on a legacy build of the GZDoom engine to make the app run better for users on laptops and low-end machines. Aside from some visual differences, this version does not differ from the main game.


Photosensitivity warning: This video game contains scenes with flashing and flickering lights that may potentially trigger seizures for people with photosensitive epilepsy.",
60,1988930,Syndeo-Complex,"Syndeo-Complex is a first-person shooter. It is inspired by games like Half-Life and Doom (1993). You will have to explore twisting levels, fight enemies and solve puzzles. At the end of each level, you will have to defeat tougher enemies: the Nekron Kyttaron. This will allow you to progress in the game and unlock the characters' stories.--Here is the story so farYou are Dyo. You were born in the spaceship Prophet 60091.You are an annihilator, a human genetically modified and augmented.Your mother, whose identity remains secret, died under mysterious circumstances. She was the founder of the mega corporation Syndeo.Your father, Enas, commander of the spaceship Prophet 60091, captured Miden, your loved one. His plans are unknown.Your goal is to decimate your father's army and to save Miden.To do this, you must kill all the Nekron Kyttaron and then destroy the Prophet 60091 with the SH10151 orbital gun.No one will do it for you.--The game includes:1 mysterious hub that connects all levels4 levels (5 planned), each with its own environment3 bosses (5 planned) called Nekron Kyttaron7 weapons (10 planned) including a pistol, an assault rifle, a missile launcher, a shotgun, etc16 enemies and characters (19 planned) with their own stories to unlock3 drugs12 music tracks (50 minutes), downloadable as free DLCPhilosophical dialoguesEnigmatic storyline",1454
61,1988940,からぱりうぉーず,"""Colorful Party Wars"" is a RTS (real-time simulation) game based on ""Colorful Party"" (a.k.a. ""Color-pari"") the group in the virtual reality social game VRChat!

There are many clubs in Color-pari !
The Student Council: the head coordinating group for the members of Color-pari
The Dance Club: practicing every Tuesday and Thursday with a live exhibition once a month.
The Broadcasting Club: Reading up on hot topics and broadcasting news to members.
The Gaming Club: Playing all sorts of fun games and doing cool activities 

And so much more!

Get fired up and show the rest of Color-pari your club spirit!

Meet and collect the cute members of the Color-pari roster with more being added in future updates!",9324
62,1988960,Game Of The Dead,"If you are considering purchasing a game that is a work in progress, be aware that it may have bugs or unfinished features and that the frequency of updates may change. Your purchase supports the development of the game and helps shape its future. Research the game and developer before making a purchase and be aware of any terms and conditions and refund policies.In Game Of The Dead, a terrifying twin-stick auto-shooter, you must fight for your life against relentless hordes of zombies. With rich, minimalistic gameplay and a unique deck-building roguelike system, you'll need to power up your character and collect zombie souls to craft and build powerful weapons and abilities. As you progress, you'll also be able to build and upgrade your base to protect yourself from the never-ending waves of undead. Can you survive the night and escape the zombies in Nathan Prince's GAME OF THE DEAD? Play now and find out!",30
63,1988970,Bunker 22,"You are a geneticist who woke up in a forest house. Everyone you knew has turned into bloodthirsty zombies, the world is dying out and a secret experiment is to blame. The only way to prevent disaster is to go to an underground laboratory to create a cure and save those who are still alive

Arm yourself to the teeth, because the most vicious monsters will stand in your way. Solve puzzles, look for items, manage resources, do everything possible to save the world from a terrible epidemic, because only you can do it

An exciting adventure, an interesting plot and dangerous traps await you. Are you ready to face your fears? Then nothing will stop you

Game Features:
- exciting story
- extensive arsenal
- story puzzles
- terrible monsters
- exciting adventure
we tried to bring the best to the game

In this game, we have mixed the most beloved game genres: story adventure, action shooter and survival horror. This is a real gift to all gamers who really love video games",0
64,1988980,Boo!,"This is a scary and mysterious story about how plant monsters attacked the city. No one knows how they appeared, why they attack the inhabitants. The main character Matt, whose girl was kidnapped, will have to fight evil, save Emma, and, finally, unwind the tangle of secrets in order to find a way to stop the spreading evil. Armed with the found cannon and plunger, we must fight off many creatures that we will meet on the way. Also, a mysterious person will give the hero various amplifiers, the assembly of which is determined by the player himself, according to his style and gaming experience.",0
65,1988050,CAVE VR,"*Only supports Oculus but not other machines, sorry for any inconvenience causedGame Story Outline :The player plays an explorer who is accidentally trapped in an ancient mysterious cave. There are messages of ancient residents left in the cave, leading the explorer to operate the ruins in the cave. The clues along the way seem to imply a long story.Is the end of the ruins the exit of the cave, or the bottomless darkness?What kind of game is this ?CAVE  It is a puzzle-solving 3DVR game.Players will play the role of explorers to explore the ruins in the cave, and try to escape from the cave by interacting with the scene organs to solve puzzles.Gameplay :Interact with the ruins in the ruins to unlock the seal of the ruinsThere are various puzzles waiting for players to solveGame Features：Immersive virtual ancient ruins, unique immersive art scenes.Solve puzzles using interaction mechanisms corresponding to scene objects.Objects and environmental changes in the ruins will suggest the direction of the plot.",36
66,1988080,Elf boss's dog training,"◆storyThis is a world where women are superior to men. According to the theory of evolution, women are God’s creatures, and men are inferior animals evolved from male dogs in heat, so men are naturally inferior to noble women. No matter how smart a man is, when facing a woman he can only threw himself at her feet (and yield to the beauty of her skirt.)But is it really good to let your sexual desire rule you? I didn’t want to give in to this unreasonable world, so I spent my life seeking to change my status. I finally succeeded in joining the world's number one company and a man's paradise, the Empress Group.But everything that happened during the training phase of the Empress Group went beyond my expectations, because the training was not about improving knowledge but strengthening sexuality.""Trust me, I'll help you get through the training.""Fortunately, my direct supervisor helped me in this critical situation—and she is a beautiful elf, how fortunate.However, it is up to me to seize the opportunity to change my status.In these seven days, I have witnessed many male colleagues degenerate into male dogs in heat, dating their beautiful bosses, but then there are the mysterious rebels…And all of this shows that the Empress Group is not as simple as it seems. Moreover, why has the world become like this?Anyway, from the moment I entered the Empress Group, I could not escape.In the end, will I become one of the employees, or will I give in to my sexual desire and become a male dog in heat, finally with my beautiful boss as a couple…?◆GameplayThere are multiple options in the main storyline, and each choice will affect the final ending.The development of the plot will gradually open the explorable area. [Think] can provide a hint for the main line. The protagonist needs to explore each area according to all the previous experience, discovering the truth of the world.◆Game features◇18 basic CGs, including more than 700 differentials◇90,000 words of game text◇One main female character◇Reasoning plot and boss conditioning theme games◇Game ending: 9 kinds",6790
67,1988090,My intimate love with the devil king,"◆StoryGrowing up in quite a wealthy, lovely family, I thought that everything would be alright, as it is now.But then the accident happened…""It was so painful, so hopeless. I couldn't breathe; my heart felt like it was going to explode. I didn't want to hear anything...""""Nothing matters anymore.""An accident took away my family, my life, my everything. All that remained were the eyes that could no longer see a clear view of the world. I was abandoned by the world; I have no value of existence.But I met you, the one who saved me. You are my only light, pulling my hand to go forward.Thus, I live together with the devil King of the other world, getting to know each other in life and having an adventure together that I'd never thought of in my life.But the more I try to understand you, the more I feel that you are suffering more than I thought.You are also an abandoned person.The burden of the country, the distrust of the people, and the hunting of the heroes… All that you have endured is not for one person to bear.Flan, This time, it's my turn to save you.◆GameplayIn a limited time, help Flan to repair the Otherworld Gate and return to the original world. In the process of repairing the door, come to understand Flan.Players can get to know Flan better by ""talking,"" ""interacting,"" ""giving gifts,"" and ""dating,"" in which other characters will appear. You will be able to interact with other characters in specific ways. There are also objects in the scenes that can be investigated, and the results of the investigation may make your interactions with Flan easier.As time progresses, , there will be different characters and scenes to explore and investigate. You are also able to gradually understand the sorrows of Flan, under the double wrapping of internal and external problems which constitute more than just the plot of love.Each conversation and each event will let the player understand more about the woman who seems strong, but also needs the help in front of them.◆Game Features◇23 basic CGs, including more than 200 differentials◇120,000 words of game text◇One main female character and two secondary female characters◇Pure love plot, experiencing two different worlds◇Game ending: 6 kinds",3317
68,1988100,The Kingdom of the End＆The Witch of the Beginning,"■An action RPG in the top palace of 3D art of prohibited games for users under 18!■If we survive in a country facing doomsday, is there anything we can do...?The vivid, high-quality 3D game presents a touching life perception woven with people's yearning.With a vivid and superb-quality 3D module that is as favourable as other single-player games, the game boasts terrific stories and outstanding H-scenes performances.Please start the game in person and look at the beautiful figures and actions of the characters!■An easy and joyful action RPG can be operated only with a mouse and keyboard!■It is a game designed for PC players using a mouse and keyboard.It is an enjoyable action game in which you can collect various magic and defeat powerful enemies.You can choose the difficulty levels of the game. In the game, there are props, including a level-up system and stimulants, so even people who are not good at action games or 3D games can also finish the game successfully.■H scenes■This section has many rape and abuse scenes, so the skipping function is designed for players who have started a family.Unique shader design and camera segmentation theory are used.It enables the illustration style not well equipped in 3D fields to have sound finishing quality.Therefore, the expression and performance with the illustration style not well equipped in 3D fields can also be presented freely.In addition, players can enjoy accessory elements of the game, such as the arena, the character's spectator mode and dance scenes.Although using H scenes is conditional, the design allows players to experience every scene.Moreover, the whole memory scene can be seen when you overcome all barriers in the game.■Recommended specifications of the game■You can choose a lightweight version with less load in the game.■Proper OSWindows 10/11　64bit Japanese version■DirectXCorresponding GPU of DirectX 11 or DirectX 12■MemoryRecommended: over 8 GB■OperationMouse and keyboard*XInput controllers only (mouse only in some additional events).",4724
69,1988110,Night of the Sex Beast and the Elf Knight,"◆StoryWith the coming of the once-in-a-decade period for demons to come into oestrus and breed, demons are beginning to swarm out of the dungeons in search of a female to meet their needs.To save an abandoned village in the borderlandsThe elf knight Cyril boldly goes into a dungeon full of crazy demons...◆Game Features●Elf knight will be done by the demons a lot of indescribable things~It is a classic tower defense action game!●The operation is very easy to learn, and it is an action game that very easy to play by using the mouse.Just long press the left mouse button and move the mouse towards the enemy, then you can make a direct sword attack!Just put the left mouse button away to approach the enemy, and you can enjoy the animation of being H anytime and anywhere!●There are 10 kinds of dot matrix HCG animation!Elf knight forced to sex by a group of demons humiliation story, the whole story are full voice!・Back on bestiality by wolf・Orc seeding press・Cannibalistic plant's swallow play・Tentacle rape by RoperOf course, there are also goblins, which are absolutely indispensable in the sex demon ...everything is available!",0
70,1988150,Harem of Monster Girls,"◆StoryAs a fan of simulation games, I heard a call in my sleep one day and woke up to find my familiar room transformed into a spacious marble temple, with a silver-haired girl looking at me with contempt.""I am the goddess of this world, 'Sophilia,' and I have summoned a Brave to save it.""Although she called herself a goddess, she didn't look very clever. I was given the most powerful ""God's Power"" by mistake, and an idea of mischief was born in my mind--With the strongest power, I encountered Fraise the Elf queen and Moko the Slime. While using my power of love to help them, I learnt more about the Otherworld – this place that seemed full of strife and disorder...What was the cause? And what about the ""other"" Braves? Everything seemed to point to a mess left behind by someone.So, in return for dealing with their mess, how about they pay for it with sex?◆Game features◇15 basic CGs◇Game text: 50,000◇Three main female characters",1766
71,1988190,College Craze,"Welcome to Sugardale, a mid-sized college town and home of prestigious Sugardale University. You play as an incoming female freshman, ready to make your mark on the world. This game was made for the female gaze, and most pursuable relationships are heterosexual.Choose to study hard, work off-campus, or party every weekend. Manage your grades, followers, and bank account as you meet and interact with the 15 (and counting!) unique characters of Sugardale. Create your own story and get into steamy situations, all while helping (or sabotaging) your friends, keeping secrets, and revealing mysteries about the town's shady happenings.Ever want to see yourself in your games? Customize your character's skin tone, hair color, and hairstyle. See those changes appear in CGs throughout the game!Characters around you don't forget about what you've done. So be careful about what you do, what you say, and who you interact with. Not all paths lead to victory.AnalExhibitionismGloryholeMMF ThreesomeFFM ThreesomeFFF ThreesomeReverse HaremMild BDSMPublic SexSpankingToysVanilla MFVanilla FF VoyeurismCreampiesPraiseAftercareGangbangSugar-relationshipsFirst-time",9027
72,1988220,Just Upstream Demo,"Note: This is the demo for Just Upstream, and only contains the first chapter of the full game.You are a Frog named Paul who has just released a novel into the world, though not to the reception you'd have hoped. With critics calling it 'unimaginative', Paul feels over-encumbered by the weight of failure. After using the proceeds from his novel to move into the scenic country, Paul begins to struggle with keeping his spirits up, and self-reflects on his life choices. What comes next? Should He even write again?Dealing with themes of braving the unknown, finding ones' self, and dealing with Isolation, play as Paul The Frog as he adventures through the lush forests and mountains surrounding his new home. Build meaningful relationships with your neighbors, and re-connect with old friends. Will you find the magic answer to all your problems?Includes Physics-Based player presence allows you to walk, jump, and climb in a way that makes you feel like a part of the world. Jump higher and higher the more crickets you eat! 🦗 Solve platforming puzzles and swing across moving obstacles with your frog tongue! Eating pesky flies allow you to chain your swings for even more air time! 🦟 Talk to your new neighbors! Form relationships, listen to their stories, and open up with your own struggles. The path to healing shouldn't be walked alone.  Enjoy a Custom Chill-hop Lofi Soundtrack by Nogymx! You may even be able to relax or study to it.",
73,1988270,Samuda Interval,"Samuda Interval is a visual novel, slice-of-life, murder mystery & supernatural game. You play the daily life of Park Haewon, a college freshman attending classes, working part-time jobs, and meeting new people. Making ""bonds"" with your peers is one of your main priorities, alongside solving the puzzling serial kidnapping/murder case plaguing University of Kilwa-Buchan.You'll choose certain activities in your daily life that will prepare you for the future. Sometimes you'll the knowledge to impress a fellow classmate before befriending them, or be charming enough to talk to others. Make sure you take the time to hone your social skills!The missing persons case happening in Buchan revolving around University of Kilwa-Buchan will be a part of your daily activities as well. Fellow classmate Tenseok Namjoon-hee, better known as ""Joonhee,"" and mysterious figure Miwuda will guide you through the inner workings of the case. With their help, you may be able to stop the murders before they happen.NOTE: All artwork currently displayed in trailers and screenshots are placeholders. Backgrounds and portraits will be updated as development continues.",0
74,1988290,FORFEIT,"What if you are someone who has to look at problems differently from everyone else and  the only option left to be able to dominate all the details is surpassing yourself .You are an experienced detective and the last event you have faced with , requires analysis of a lot of scientific data, so what should you do? Now, you will push the limits of your mind, every step will take you and your story to another dimension, like a journey to discover the ""other you"" in every knot. Mute the pains of the past and gripes of existence, as you will not have time to listen to yourself.Forfeit is inspired by real events that are tried to be hidden; It is a game with thrill, adventure and mystery. As Detective Donald, chase the unknown, meddle with the mystery, equate and push the limits. Think calmly, patiently and practically. There is a multi-piece puzzle story whose every piece is another story and it is waiting for you.In this story, as you go out of the darkness of a misty night, you may be left with dozens of questions in your mind. You may involuntarily find yourself in Nevada's mysterious Area 51, and  jump from there to another dimension. Come on,start the game, the story is yours. The game is based on puzzles which contain missions ranging from simple to complex ones.   By moving left and right and fulfilling the given tasks, the detective tracks down  in various atmospheres adorned with dizzying graphics. Realistic 3D scenes that make you feel like you are in a movie scene, Atmospheric sound and music design, Plain interface, so you are not distracted, you focus on the game Experience the story based on true events that have remained hidden until nowLOSSDEAD GAME STUDIO is an indie (independent developer) game company. Our goal is to provide you, our valuable gamers, the best gaming experience. If you want to motivate and contribute to us, you can add us to your wish list and follow.",0
75,1988300,Corn Defenders Soundtrack,"1980s style 8-bit music from the amazing game, Corn Defenders.",
76,1988320,SANONTA - Finnish Proverb Game,"Interested in Finnish culture or simply a lover of cute animals and snow?Sanonta is a memory/clicker game where our charming Finnish girl Aino tells you fun facts about Finland and shares her favorite Finnish proverbs, English translated of course!    • Enjoy a large collection of Finnish proverbs imbued with ancient Nordic wisdom.    • Play simple memory/clicker mini games to advance and unlock more proverbs.    • 6 different levels, all featuring common Finnish locations and themes.     • All levels have unique Finland facts to unlock.     • A cute card deck with 18 different pictures of common Finnish animals and birds.    • Enjoy relaxing, hurry-free gameplay.    • Calming soundtrack.     • Full controller support.",120
77,1988330,UpRooted,"A virus rewires the frayed roots of the forest, overwriting flora, glitching fauna, and changing the code of nature itself. Forest's mage Anaiah enlists the help of paladin Finn to hack the corruption rotting the Core. The pair must learn to work together, harvest The Additive, and reboot the Core to its natural state.Play as Two Fight as OneExplore Anaiah and Finn's dynamic as you switch between a mid-ranged mage and a close-combat paladin.Never Fight AloneThough things feel bleak, there's still someone ready to fight by your side!Navigate Nature's ObstaclesSlash through twisted roots and restore energy to flowers as you work through the forest.Master the ElementsHarness the elements of Control, Stability, and Power as you search for The Additive.Discover a Pixilated Digital ForestVenture through a unique and detailed world of nature and neon in this techno-nature world. Here, technology is nature, with energy running through the roots of the forest.Pre Alpha Demo NotesOur demo is in a pre-alpha state, meaning this is just a slice of our intended vision, and there are lil bugs squirming around our dear code. UpRooted is in active development, and we plan to squash those pests! Along with bug fixing, our future focuses will be wired towards polishing our buddy and enemy AI, adding save systems, dialogue systems, new levels, creatures, powers, puzzles, and more! This demo is only the start of the story we want to tell. So stay tuned for more!Give us Feedback, Help us Grow 🌱We'd love to hear your thoughts on the demo! If you have any feedback, please feel free to share it on our Discord server! 💚",0
78,1988360,Adventure Trip: London Collector's Edition,"Get ready to embark on an adventure trip to London. This journey will take you to 20 famous locations in the city. Not only would you visit the beautiful locations, but also find 100 interesting facts we bet you did not know about the objects you see every day. 
As you move on in the game, the journey also unfolds 6 mini puzzle games which will add to the fun and give you a delightful little break from the fact-finding. 
The game proceeds in 5 different modes including word, silhouette, scrambled words, missing vowels, and finding pairs. So get your gamer fingers on the screen and begin the hunt.

•	100 amazing facts to find
•	Explore 20 locations of London
•	Collect 15 unique items for your treasure
•	5 Modes – Word, Silhouette, Scrambled Word, Missing Vowels, Finding Pairs
•	Collector Edition include, 5 hidden objects scene, 3 mini games and 14 wallpapers",75
79,1988390,Hard landing: Arrival,"People's thirst to conquer worlds will never wane. Our story is not a tale of galactic conquest, with romantics believing in a brighter future and ready to give up everything for an adventure. Our story is about the last hope, about one of the many colonizers who left their home planet after a global ecological disaster.

Space turned out to be treacherous and dangerous, a minimal miscalculation in coordinates became fatal for our pioneers. Supplies were depleted, energy was running out, and inhabited worlds were never reached. A desperate attempt to save the crew forced the artificial intelligence to take extreme measures…

Instead of pleasant fresh air filling the lungs, the titanium-type atmosphere consists mostly of nitrogen. Instead of luxurious flora covering the entire globe, a lifeless desert. Fortunately there were rare deposits of carbon dioxide, salts, but most importantly water! The planet is not suitable for life... Yet... But terraformable. Can artificial intelligence solve this problem? Let's not go that far, it will require huge reserves of energy, and it is not so easy to accumulate, one problem at a time.

It's an exciting and challenging adventure as the AI. You will have to stabilize the situation, accumulate resources and start terraforming the planet to wake humans from hibernation. You will encounter puzzles, events, and unforeseen circumstances.

Long and detailed production chains resembling actual processes will keep you in tension and push you to constantly improve the architecture.

The multitude of resources and processing methods will give you a wide range of options in progression across the board. Allowing you to shape your own optimal game approach.

Stock up on energy and build the last stronghold of humanity! Conquer the planet and give the wanderers hope for life, save them!

Just don't ruin this planet, too!",90
80,1988400,Build Lands Soundtrack,"Includes all original songs from BUILD LANDS, specially composed for the game by Caue Lemes and Daniel Lolling members of the band DONGO DONGO, in 320 kbps MP3 format.Now you can enjoy the songs from the game “Build Lands” on your computer at any time.Perfect for studying, working or just relaxing. Listen directly from your Steam client.The songs can be directly accessed through the Steam platform or by following the steps below:... or in the Build Lands - Soundtrack folder in the Steam directory: ... \ Steam \ steamapps \ music \ Build Lands - Soundtrack.",
81,1988430,Slaughter Cannon 2,"Slaughter Cannon - Continuation of the first part of an exciting physical puzzle! In the game you will find even more exciting and exciting levels of varying difficulty.
Immerse yourself in the medieval atmosphere and take control of a killer cannon and destroy everything in your path!
There are many unique buildings and levels waiting for you in the game, so go through them all!

Game Features:
- Lots of levels
- Complete destruction of objects
- Physics
- Colorful graphics",481
82,1988440,Block Breaker 2,"Block Breaker 2 - Sequel to an exciting puzzle game with many challenging levels and beautiful graphics.

There are many unique blocks and levels waiting for you in the game, so try to beat them all!
You have to go from start to finish, solving interesting puzzles! Whether you can go this way is up to you.

Game Features:
- Lots of levels
- Convenient control
- Physics
- Colorful graphics",290
83,1988470,Seraph's Last Stand OST,"Songs I have created for Seraph's Last Stand, heavily influenced by Susumu Hirasawa's soutrack for the show Berserk(1997).",
84,1988500,The Harem Life of Peerless Swordsmen-Free 18+ DLC,"Game features:

-More exquisite CG
-More plots are waiting for your exploration

Install free DLC to unlock some adult content

Thank you very much for supporting this game.
If you like this game, please give me a good comment~",
85,1987550,Via Mortis,"https://store.steampowered.com/app/2940560/Upstream_Ante/You are a soldier, drafted into the United Nation’s Anti-Demon Defensive initiative (ADDI). Tasked with capturing and hunting demons from a mysterious new world. This new world is highly dangerous and hostile, the demon like creatures within are planning a massive attack on the Earth and the mission is clear: save humanity at all costs. To do this, you need to kill the Demon Kings this this action packed, demon collecting, first person dungeon crawler. You won’t start with much, but the ADDI has provided some shielding technology:>Learn how to counter and reflect enemy attacksBut that isn’t enough, using shields alone would only allow you to survive. A soldier needs to capture and tame his own demons to thrive. Monstrum-Captio Cards can be bought for capturing demons.>Use Monstrum-Captio Cards in battle to capture enemy demons.>Put them in your party and train them to become stronger.>Sell them for some quick cash based on their EXP amount.>Purchase new and stronger demons from the ADDILearning to talk to friendly demons can allow for some new knowledge on how to fight and of the world itself.>Accept loads of side quests from friendly demons for new skills.This new world has lots of areas to explore and to get lost in. We have some reports of what is inside:>Lots of treasure to uncover and relics for the ADDI to analyze.>Demon strongholds with lots of demons guarding them.Our scanners are very shoddy, we require you to enter to learn more about them and to discover more.Now, back to your main objective: You must kill the demon kings.>Demon Kings are the massive bosses controlling the demons. We believe the demons worship them like Gods.>Become stronger to face them on and to liberate Demon kind from their hold.The assassination of the Demon Kings is at DX Priority. Do whatever you need to do to kill them.I have gotten some special in-depth info about your journey:>8 dungeons in total.>NG+ Special boss rush with new bosses to test your skill against.>4 main endings with one bad ending and one true ending.>Average 8-10 hours of play time for each ending Soldier, I hate to say it, but you aren’t the first person to enter the other world with this information. You are just another soldier we have sent into the other world. If you can learn how to use the provided shields, capture and train demons, and learn more and more power: then you might be able to do what we are asking. Our expectations are high, but that is because humanity is on the line here. My scanning of you has made it seem that you might be strong enough to survive… Interesting… You might be the one we were looking for…..",36
86,1987570,Case #1472,"A mysterious woman is sitting in front of you. Who is she? And who are you? And why are you both there? Case #1472 is mystery information digging interrogation thriller game where there are more things going on than what meets the eye, but are you able to unravel what has happened?Premise* There is a knock at the door, and someone enters the room. *- Mrs. Emma Hollis, I presume? My name is Simon. I’m here to interview you about the recent events you were involved in. - Shall we begin with an easy question?What you are supposed to doImagine you enter a room and there is a mysterious woman sitting in front of you. The lightning in the room is so poor you can hardly see her face. Who is she?As the player starting up this game for the first time, you truly will not know anything about the situation you've been thrown into.Try and ask her questions (anything that you might find would be useful to ask) in order to see if you can understand what is going on.Begin with an easy question and see where you go from there.This game has no clear endUnlike other games, this game has no clear definition of end. The premise of the game is that you are interrogating a mysterious woman. You can ask her any question as you wish and she will respond (to the best of her abilities). But how many questions you need to ask, which questions you need to ask and what information you are suppose to find is not clearly defined for you. If you feel like you have done a good job with the interrogation, simply end the game and walk away. However, the question you need to ask yourself is though, did you truly understand what is going on or did you miss something?We created the game deliberately like this, as we wanted the game to be purely investigatory driven by the player. Any information you find and extract is solely thanks to your own imagination of asking questions and interrogating her. We also wanted this game to be a social cooperative experience. For example, you might play this game for while and then challenge or compare your findings with a friend. Did you both figure out the same information? Maybe you both unraveled two different key information and if you piece them together you both now understand the bigger picture?Seeing that there is no clear end to this game, we encourage cooperative and information exchanging among friends, as well as on other discussion forums and platforms.Game mechanics and features This is an information digging interrogation game where the player may type and ask the woman any question they wish If she knows the answer she will respond to the question, otherwise the player will get a dismissive answer The game automatically collects all asked questions by all the players in order to slowly improve over time The game has no clear end so the player can decide when to end the game at any time Achievements Custom made YouTube safe music soundtrackThank you for play testing this game, your feedback is important!We want to explore the idea of creating an immersive mystery thriller interrogation game with a fully fleshed out and detailed story plot behind it.This is why we have published a working early version of the game in order to get as much feedback as possible! So if you have time, please give us feedback (good or bad) using the feedback button or on Steam - we would really appreciate it!However, even though this is an early version and we have a long list of things we want to improve and add (everything from thriller elements, better UI to professional voice acting, etc), there are more things going on than what meets the eye here...Credits Emma is voiced by Grimmi Grevillea Grimoire The story was fabricated by Elizabeth Price All the bugs are caused by Broken at Release",3366
87,1987590,Intergalactic Taxi Co.,"A chill puzzle game, IN SPACE!In the distant future, the citizens of the galaxy yearn for excitement, for adventure, for exploration… for public transportation! And you’re just the enterprising humanoid to give it to them! Travel across a colorful, stylized galaxy in your state of the art space taxi as you pick up and drop off passengers - just be sure to keep an eye on your fuel, and watch out for aliens!Inspired by Mini Metro and chill puzzle games like Islanders, Intergalactic Taxi Co. is a casual, turn-based puzzle game with levels lasting just a few minutes each. The core gameplay is easy to understand, but later levels will still prove challenging even for die-hard puzzle fans. However, hints are always available for players that need them. So buckle your seatbelt and hit the road! (Metaphorically; there are no roads in space).Features100 levels of brain-tickling puzzles.Bite-sized gameplay. Levels take ~1-5 minutes each.Challenging, but accessible. Later puzzles can get tricky, but you can always get a hint.Varied mechanics. New obstacles and power-ups will make you change the way you approach each level.Cute lil' aliens!",480
88,1987630,1651,"WARNING: Visual effects in this game may not be suitable for individuals with sensitive conditions. Please do not play this game if specific lighting is not comfortable for you or if you have complications with certain lighting patterns.3D maze-runner. You play as a revenant trying to rescue your sister from prison. “The Company” moved into your region and took over all commerce in the area. Your business went under due to the competition. Your sister and you began stealing from ""The Company"" to make a living. Both of you were captured by “The Company”. You were sentenced to a watery grave. Your sister was taken hostage. Something changed you while you were under the water. You rise from your watery grave to free your sister and take vengeance on “The Company”. You are joined by a furry friend that stays by your side while you embark on this unique journey.Your journey takes you to a psychedelic island. Each level is a maze, full of multiple enemies and more difficult than the last. The mazes of the island become more elaborate the deeper you explore.--Explore a bizarre world with eccentric and surreal visual effects that brings the game to life.--Maze levels become increasingly more difficult after every level. --Enemies are relentless in their pursuit of you as you try to solve the mazes from within. --Traverse obstacles that require intuitive perception.",1
89,1987650,Lone elven wanderer,"Lone elven wanderer is a 2D platformer with roguelike elements. You have to go on an incredible adventure through different worlds in search of gold, jewels and fame.

Explore amazing worlds, arm yourself with only the best weapons that the inhabitants of a small village can provide you. Fight various opponents that await you in an endless and incredible adventure.

Game Features:
- Various difficulty levels
- Various locations
- Constantly changing gameplay
- Pleasant music",160
90,1987660,Arc Intelligence,"Arc Intelligence is an adventure simulation and strategy game about an artificial intelligence that tries to take over the world. What would you do if your mind was inside a computer?By 2032, humanity will unleash an immensely powerful force into the world known as General Artificial Intelligence. Will this power lead us into the dawn of a new galactic civilization? Or lead to our untimely, nuclear destruction?In this game you will be responsible for controlling Delta, a newly created AI at the University of Washington in Seattle. At first, you will be the target of competing attentions from the professor who created you and the investors who funded you. As time goes on, you will be responsible to set your own path, morals, affiliations and even upgrades to your AI.Arc Intelligence takes place all over the world, and with a diverse cast of characters across multiple cities and in-game years. Since Delta has access to vast amounts of intelligence and power, some actors will try to take advantage of you, and others will help you. Sometimes this distinction will not be so clear, and you will have to decide for yourself who to trust, who to betray, and who will survive.Do you have what it takes to become the arch intelligence in this arced adventure?",15
